trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,key_resp.corr,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,84,83,up,0.005,db,0.05157865397197559,1,0.0007194997742772102,221.6610775999725,221.6610775999725,221.97614670032635,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,85,84,up,0.005,db,0.05160835357932775,0,0.00129360007122159,224.10971629992127,224.10971629992127,224.40958090033382,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,86,85,up,0.005,db,0.0516380702880699,0,0.0012860996648669243,226.72630769992247,226.72630769992247,227.0262490999885,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,87,86,up,0.005,db,0.051667804108049234,0,0.0013577998615801334,229.27617420023307,229.27617420023307,229.57592099998146,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,88,87,up,0.005,db,0.051667804108049234,1,0.0013405000790953636,231.79291310021654,231.79291310021654,232.0917569003068,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,89,88,up,0.005,db,0.0516975550491186,0,0.0012918999418616295,234.42586510023102,234.42586510023102,234.7260418003425,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,90,89,up,0.005,db,0.05172732312113652,0,0.0013264999724924564,236.87604010012,236.87604010012,237.17595890024677,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,91,90,up,0.005,db,0.05172732312113652,1,0.0012679998762905598,239.59274450037628,239.59274450037628,239.89268180029467,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,92,91,up,0.005,db,0.05172732312113652,1,0.0013867001980543137,242.05940640019253,242.05940640019253,242.35928420023993,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,93,92,down,0.005,db,0.0516975550491186,1,0.0013062995858490467,244.54262840002775,244.54262840002775,244.8425747002475,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,94,93,up,0.005,db,0.05172732312113652,0,0.0013147001154720783,247.10926810000092,247.10926810000092,247.4091644003056,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,95,94,up,0.005,db,0.05175710833396722,0,0.0012876000255346298,249.8090624003671,249.8090624003671,250.1090828999877,1,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,96,95,up,0.005,db,0.05175710833396722,1,0.0013173003681004047,252.2758419001475,252.2758419001475,252.5757507001981,0,724614,001,2022-09-07_11h02.54.696,psy staircase exp,2022.2.4,60.054830043872435,
